url,header,release time,article content,neg,neu,pos,compound
https://www.reuters.com/article/health-coronavirus-slovenia-renault/renaults-slovenian-arm-resumes-production-idUSL5N2CG5Q6,"[""Renault's Slovenian arm resumes production""]","['April 28, 2020 /  12:42 PM / in 6 days']","['LJUBLJANA, April 28 (Reuters) - Revoz, the Slovenian arm of French automaker Renault, has resumed production after a suspension of activities since March 17 due to the coronavirus crisis, Revoz said on Tuesday. ', 'Production re-started on Tuesday with a single daily shift, which is expected to be expanded into two shifts next week and into full production from May 11. ', 'Revoz, one of Slovenia’s largest exporters, produces the Clio, Twingo and electric Smart Forfour models. Its biggest markets include France, Germany and Italy. ', '“This week we expect to make 250 vehicles per day compared to about 750 when the factory is fully operational,” spokeswoman Nevenka Basek Zildzovic said, adding about 1,700 of the total 3,200 employees started working on Monday. ', 'She said the body temperature of staff was being measured before they enter the factory and they were wearing face masks while working to combat a possible spread of the infection. ', 'Slovenia has so far confirmed 1,408 coronavirus cases and 86 deaths. Since the middle of March, the country has closed all schools, bars, restaurants, hotels, shops, apart from food and drug stores, cancelled public transport and prohibited all socialising in public spaces. ', 'Car dealerships reopened last week, while a number of other shops are due to reopen on May 4. The government had not said when it will reopen schools and restart public transport. People also still have to wear face masks in indoor public spaces. (Reporting By Marja Novak; Editing by Mark Potter)']",0.044,0.941,0.016,-0.7964
https://www.reuters.com/article/brief-renault-to-relaunch-its-engine-pro/brief-renault-to-relaunch-its-engine-production-in-france-acting-ceo-idUSP6N2BH01K,['BRIEF-Renault to relaunch its engine production in France - acting CEO'],"['April 23, 2020 /  6:26 AM / 12 days ago']","['April 23 (Reuters) - Renault acting CEO Clotilde Delbos ', '* SAYS RENAULT ABOUT TO RELAUNCH ITS ENGINE PRODUCTION IN FRANCE ', '* SAYS THE GROUP’S RCI BANK DOESN’T NEED NEW SHORT TERM FINANCING ', '* SAYS THE TWO BILLION EUROS SAVINGS PLAN WILL BE PRESENTED IN THE SECOND HALF OF MAY, CIRCUMSTANCES PERMITTING Source text for Eikon: Further company coverage: [RENA.PA (Paris Newsroom)']",0.0,1.0,0.0,0.0
https://www.reuters.com/article/renault-costs/renault-has-sub-contractors-in-its-cost-cutting-sights-sources-idUSP6N2BO027,['Renault has sub-contractors in its cost-cutting sights -sources'],"['April 29, 2020 /  11:26 AM / 5 days ago']","['PARIS, April 29 (Reuters) - French carmaker Renault is considering a sharp reduction in sub-contractors it works with to develop new models as part of looming cost cuts, sources close to the company said. ', 'The measures would allow it to make between 100 million and 200 million euros ($108.5 million to $216.9 million) of savings, two sources said. ', 'The carmaker was already struggling before the coronavirus crisis hit sales and production ground to a halt, having posted its first loss in 10 years in 2019 on faltering demand. It is due to outline 2 billion euros in cost cuts from mid-May. ', 'Renault declined to comment. ($1 = 0.9220 euros) (Reporting by Gilles Guillaume Writing by Sarah White Editing by David Goodman)']",0.128,0.857,0.015,-0.9136
https://www.reuters.com/article/us-renault-costs/renault-may-cut-sub-contractors-to-save-up-to-200-million-euros-sources-idUSKBN22B1R7,['Renault may cut sub-contractors to save up to 200 million euros: sources'],"['April 29, 2020 /  12:17 PM / 5 days ago']","['PARIS (Reuters) - Renault (', ') is considering cutting the number of sub-contractors it uses to develop car models in its engineering division potentially saving the carmaker between 100 million to 200 million euros, two sources close to the company said.  ', 'Renault was already struggling before the coronavirus crisis hit sales and brought production to a halt. In February, the group reported its first loss in 10 years on faltering demand and lower income from its Japanese alliance partner Nissan (', '). ', 'It is due to outline some 2 billion euros ($2.17 billion) in cost cuts from mid-May, alongside a joint strategy update with Nissan on how to reboot their partnership, as the company struggles with shrinking margins.  ', 'Renault declined to comment.  ', 'The carmaker, which is 15% owned by the French state, has been put under more pressure by the pandemic, and the government said last week it was working on a 5 billion euro aid package for Renault. ', 'This would involve state-guaranteed loans to help the company shore up its liquidity in the wake of similar deals for the likes of Air France-KLM (', ').  ', 'Renault’s interim Chief Executive Clotilde Delbos is overseeing the first wave of cost cuts at Renault before former Volkswagen executive Luca de Meo joins as CEO in July. Delbos has said the government aid would not impinge on her “no taboo” pledge to find savings, including by shutting plants or cutting jobs.  ', 'Renault’s engineering business, led by former PSA (', ') executive Gilles Le Borgne since January, is expected to be central to the cost cutting plan.  ', 'The number of sub-contractors that work with Renault in the department could be cut to four or five from around 15 now, the sources said. ', '“There would only be a handful of big sub-contractors left to share some 80% of (Renault’s) needs, but who would be in a position to make broader, more competitive offers,” one of the sources said.  ', 'Auto companies often outsource some of their development needs to engineering and services firms such as Altran (', '), Segula, Expleo (', '), Alten (', ') or Akka (', '). ', 'As part of cost-cutting, Renault has already ditched its main passenger car joint venture in China, and has also made real estate disposals. ($1 = 0.9218 euros) ', 'Reporting by Gilles Guillaume, Writing by Sarah White. Editing by Jane Merriman']",0.051,0.924,0.025,-0.701
https://www.reuters.com/article/us-health-coronavirus-airfranceklm-renau/france-planning-aid-packages-for-air-france-klm-and-renault-tf1-idUSKCN226305,['France planning aid packages for Air France KLM and Renault: TF1'],"['April 24, 2020 /  6:07 PM / 10 days ago']","['PARIS (Reuters) - The French government is planning aid packages for Air France KLM (', ') and Renault (', '), TV station TF1 reported on Friday. ', 'French Finance Minister Bruno Le Maire is due to give an interview later to TF1. ', 'Reporting by Sudip Kar-Gupta; Editing by Chizu Nomiyama']",0.0,1.0,0.0,0.0
https://www.reuters.com/article/health-coronavirus-airfranceklm-renault/france-announces-7-bln-euros-aid-for-air-france-klm-working-on-5-bln-for-renault-idUSP6N2BO01P,"['France announces 7 bln euros aid for Air France KLM, working on 5 bln for Renault']","['April 24, 2020 /  6:20 PM / 10 days ago']","['PARIS, April 24 (Reuters) - The French government will give a 7 billion euros ($7.6 billion)aid package for Air France KLM and is working on an aid deal of some 5 billion euros for carmaker Renault, French Finance Minister Bruno Le Maire told TF1 on Friday. ', '$1 = 0.9268 euros\nReporting by Sudip Kar-Gupta, Leigh Thomas and Laurence Frost\nEditing by Chizu Nomiyama']",0.0,1.0,0.0,0.0
https://www.reuters.com/article/us-health-coronavirus-renault-eu/eu-clears-french-5-billion-euro-loan-guarantee-to-renault-idUSKBN22B2GE,['EU clears French 5 billion euro loan guarantee to Renault'],"['April 29, 2020 /  3:50 PM / 5 days ago']","['BRUSSELS (Reuters) - The European Commission approved on Wednesday a 5 billion euro  ($5.4 billion) loan guarantee to carmaker Renault group (', ') to mitigate the impact of the coronavirus crisis. ', 'The Commission, which oversees competition policy in the European Union, has temporarily eased its rules to allow EU countries to support their economies that are set to go into recession as a result of lockdown measures. ', 'The Commission had already approved a general French guarantee scheme allowing 70% loan coverage in March. The Renault plan was submitted separately as the French state provides loan coverage of 90%, the Commission said. ', 'The guarantee is subject to certain restrictions, such as that it cannot support a loan exceeding 25% of Renault group’s 2019 turnover and that it last no more than six months. ', 'Reporting by Philip Blenkinsop;Editing by Elaine Hardcastle']",0.058,0.793,0.148,0.8779
https://www.reuters.com/article/brief-eu-approves-5-bln-euro-french-loan/brief-eu-approves-5-bln-euro-french-loan-guarantee-to-renault-idUSP6N2BQ02X,['BRIEF-EU approves 5 bln euro French loan guarantee to Renault'],"['April 29, 2020 /  3:59 PM / 5 days ago']","['April 29 (Reuters) - ', '* RENAULT -  THE EUROPEAN COMMISSION SAYS IT HAS APPROVED A FRENCH AID MEASURE CONSISTING OF A €5 BILLION LOAN GUARANTEE TO THE RENAULT GROUP TO MITIGATE THE ECONOMIC IMPACT OF THE CORONAVIRUS OUTBREAK ', '* RENAULT - EUROPEAN COMMISSION SAYS THAT  DESPITE SIGNIFICANT PROPOSED COST SAVING MEASURES AND 90% OF ITS STAFF BEING PLACED IN PART-TIME UNEMPLOYMENT, THE CURRENT CRISIS WILL STILL LEAD TO SIGNIFICANT DETERIORATION IN RENAULT’S WORKING CAPITAL AND CASH ', '* RENAULT - EUROPEAN COMMISSION SAYS THAT RENAULT REQUIRES THE STATE-BACKED GUARANTEE TO ENSURE ACCESS TO VITAL LIQUIDITY FROM FINANCIAL INSTITUTIONS TO FACE THIS DIFFICULT PERIOD, BEFORE AN EXPECTED RECOVERY IN SALES ONCE THE RESTRICTIONS ARE FULLY LIFTED Source text for Eikon: Further company coverage: [ ] (Paris newsroom, paris.equities@thomsonreuters.com email; +33 1 4949 5452)']",0.109,0.786,0.104,-0.1786
https://www.reuters.com/article/us-health-coronavirus-renault-eu/eu-clears-french-5-billion-euro-loan-guarantee-to-renault-idUSKBN22B2GE,['EU clears French 5 billion euro loan guarantee to Renault'],"['April 29, 2020 /  3:50 PM / in 6 days']","['BRUSSELS (Reuters) - The European Commission approved on Wednesday a 5 billion euro  ($5.4 billion) loan guarantee to carmaker Renault group (', ') to mitigate the impact of the coronavirus crisis. ', 'The Commission, which oversees competition policy in the European Union, has temporarily eased its rules to allow EU countries to support their economies that are set to go into recession as a result of lockdown measures. ', 'The Commission had already approved a general French guarantee scheme allowing 70% loan coverage in March. The Renault plan was submitted separately as the French state provides loan coverage of 90%, the Commission said. ', 'The guarantee is subject to certain restrictions, such as that it cannot support a loan exceeding 25% of Renault group’s 2019 turnover and that it last no more than six months. ', 'Reporting by Philip Blenkinsop;Editing by Elaine Hardcastle']",0.058,0.793,0.148,0.8779
https://www.reuters.com/article/brief-renault-sees-french-car-market-dow/brief-renault-sees-french-car-market-down-20-without-aid-package-idUSP6N2CB02U,['BRIEF-Renault sees French car market down 20% without aid package'],"['May 5, 2020 /  1:02 PM / Updated 9 hours ago']","['May 5 (Reuters) - ', '* RENAULT PLANS TO REOPEN BETWEEN 90% AND 100% OF ITS RETAIL OUTLETS ON MAY 11 - MARKETING DIRECTOR FRANCE ', '* RENAULT SAYS IS FAVOURABLE TO STRATEGY RELAUNCH CENTERED AROUND LOW EMISSION VEHICLES - MARKETING DIRECTOR FRANCE ', '* RENAULT SEES FRENCH CAR MARKET DOWN 20% THIS YEAR NOT FACTORING ANY SUPPORT PLAN -MARKETING DIRECTOR FRANCE (Reporting by Gilles Gillaume)']",0.086,0.914,0.0,-0.6842
https://www.reuters.com/article/us-health-coronavirus-carmakers-romania/carmakers-dacia-and-ford-resume-production-in-romania-idUSKBN22G14U,['Carmakers Dacia and Ford resume production in Romania'],"['May 4, 2020 /  10:26 AM / a day ago']","['BUCHAREST (Reuters) - Romanian carmaker Dacia, owned by France’s Renault (', ') and Ford Motor Co’s (', ') Craiova plant resumed operations on Monday after output was halted due to the coronavirus pandemic in March, they said. ', 'Dacia has sent around 14,000 employees home on technical unemployment and Ford also suspended activity for its 6,000 staff. ', 'During the shutdown, both plants implemented safety measures aimed at curbing the risk of COVID-19 infections and to ensure their employees are protected against the new coronavirus. ', 'Ford said it will gradually resume output in a single shift with about half of its workers. ', 'Dacia said that “production on the Mioveni industrial platform has been resumed, with the Mechanical and Chassis Plant working in three shifts.” ', 'The European Union member state, which has recorded 13,512 coronavirus infections and 803 deaths, declared a 30-day state of emergency on March 16 and later extended it to May 15.  ', 'Reporting by Radu Marinas; editing by Jason Neely']",0.061,0.891,0.047,-0.34
